trades,win_rate,profit_factor,expectancy_r,max_drawdown_r,avg_trade_duration_min,avg_r,gross_profit_r,gross_loss_r,variant,set_name,setup,boundary,rr
59,42.3728813559322,1.438175270108053,0.2525077827741304,-7.102040816326383,44.59322033898305,0.2525077827741304,48.89795918367341,33.99999999999972,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or30,2.0
12,33.33333333333333,0.8135964912280692,-0.12426900584795326,-5.491228070175422,88.08333333333333,-0.12426900584795326,6.508771929824528,7.999999999999968,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or30,2.0
78,39.743589743589745,1.236119116593921,0.1396150833087388,-11.020689655172268,64.71794871794872,0.1396150833087388,57.01066615325374,46.12068965517211,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,2.0
13,15.384615384615385,0.3636363636363654,-0.5384615384615322,-7.999999999999905,80.76923076923077,-0.5384615384615322,3.999999999999985,10.999999999999904,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or30,2.0
47,42.5531914893617,1.3300246723427327,0.1895886415585906,-8.102040816326513,57.87234042553192,0.1895886415585906,35.910666153253665,26.99999999999991,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or30,2.0
7,14.285714285714285,0.33333333333332954,-0.5714285714285748,-5.0000000000000036,100.28571428571429,-0.5714285714285748,1.9999999999999778,6.000000000000002,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or30,2.0
137,43.06569343065693,1.0957163284894484,0.054495427899101764,-14.499999999999762,41.24087591240876,0.054495427899101764,85.46587362217636,77.99999999999943,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,1.5
40,40.0,0.9586988304093594,-0.02478070175438399,-10.491228070175326,52.9,-0.02478070175438399,23.00877192982442,23.999999999999783,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or30,1.5
79,43.037974683544306,1.0990396158463474,0.05641497105171627,-15.941176470587852,33.69620253164557,0.05641497105171627,49.45678271308521,44.999999999999616,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or30,1.5
25,40.0,0.9339181286549652,-0.03964912280702082,-10.491228070175417,49.92,-0.03964912280702082,14.008771929824448,14.999999999999968,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or30,1.5
116,43.103448275862064,1.0768104497373727,0.043702497264366896,-17.841176470587687,47.0948275862069,0.043702497264366896,71.06948968266593,65.99999999999937,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,1.5
33,39.39393939393939,0.9750000000000146,-0.015151515151506142,-7.99999999999989,42.484848484848484,-0.015151515151506142,19.50000000000006,19.999999999999762,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or30,1.5
65,43.07692307692308,1.0397159373693454,0.022607533579473565,-15.543217286914544,46.76923076923077,0.022607533579473565,38.469489682665625,36.99999999999985,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or30,1.5
21,38.095238095238095,0.9230769230769369,-0.04761904761903885,-6.999999999999902,49.142857142857146,-0.04761904761903885,12.00000000000011,12.999999999999925,breakout_close|or30|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or30,1.5
137,37.95620437956204,1.1643043955550265,0.10194068337355576,-12.999999999999805,52.934306569343065,0.10194068337355576,98.96587362217639,84.99999999999926,breakout_close|or30|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,2.0
