Symbol,SpecId,Family,Parameters,Trades,WinRate,ProfitFactor,Expectancy,MaxDrawdown,DevelopmentScore
SBIN,92,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.25, ""target_r"": 1.5}",11,0.36363636363636365,0.7575945979618518,-0.0006635466373845585,-0.025946994642938037,-inf
SBIN,93,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.25, ""target_r"": 2.0}",11,0.36363636363636365,0.9581035201043259,-0.00011468501988519736,-0.025946994642938037,-inf
SBIN,94,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.25, ""target_r"": 1.5}",4,0.5,0.9561976703014861,-0.00013846655814356247,-0.012605245424693656,-inf
SBIN,95,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.25, ""target_r"": 2.0}",4,0.5,1.2140609119698926,0.0006766826768702385,-0.012605245424693656,-inf
SBIN,96,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.25, ""target_r"": 1.5}",20,0.45,1.0681739731555866,0.00017679690633222233,-0.038905553334727894,4.6723370611568535
SBIN,97,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.25, ""target_r"": 2.0}",20,0.45,1.1728235480931462,0.00044818670865044463,-0.03890555333472834,5.266895088372777
SBIN,98,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.25, ""target_r"": 1.5}",10,0.4,0.9301524306786996,-0.0001712994171369049,-0.022319167270680174,-inf
SBIN,99,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.25, ""target_r"": 2.0}",10,0.4,1.1763314052982885,0.00043244836211239247,-0.022319167270680063,-inf
SBIN,100,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.25, ""target_r"": 1.5}",3,0.6666666666666666,1.7129051680466383,0.0016773842024289482,-0.007058656372312289,-inf
SBIN,101,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.25, ""target_r"": 2.0}",3,0.6666666666666666,2.1748340066348018,0.0027642498491140164,-0.0070586563723124,-inf
SBIN,102,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.25, ""target_r"": 1.5}",14,0.42857142857142855,0.8893591634084316,-0.0003152636899009555,-0.03546484976717745,-inf
SBIN,103,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.25, ""target_r"": 2.0}",14,0.42857142857142855,0.955811352975632,-0.0001259126046204781,-0.03546484976717734,-inf
SBIN,104,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.25, ""target_r"": 1.5}",6,0.3333333333333333,0.7623387406279485,-0.0006324475119648952,-0.015368995355368842,-inf
SBIN,105,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.25, ""target_r"": 2.0}",6,0.3333333333333333,0.9665500415443559,-8.901468862236121e-05,-0.01536899535536862,-inf
SBIN,106,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.25, ""target_r"": 1.5}",1,1.0,inf,0.008781790820165614,0.0,-inf
SBIN,107,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.25, ""target_r"": 2.0}",1,1.0,inf,0.012042387760220818,0.0,-inf
SBIN,108,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.35, ""target_r"": 1.5}",10,0.3,0.3293536338654476,-0.0020738272356191404,-0.022365459851975134,-inf
SBIN,109,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.35, ""target_r"": 2.0}",10,0.3,0.3293536338654476,-0.0020738272356191404,-0.022365459851975134,-inf
SBIN,110,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.35, ""target_r"": 1.5}",6,0.16666666666666666,0.17018048006719405,-0.002755251980197788,-0.0159332055605258,-inf
